;year_film;year_award;ceremony;category;win;movie_name;people;country;award;imdb_id;imdb_name;year
596;1962;1963;35;WRITING (Screenplay--based on material from another medium);FALSE;David and Lisa;['Eleanor Perry'];;Oscar / Academy Awards;tt0055892;David and Lisa;1962
597;1962;1963;35;WRITING (Screenplay--based on material from another medium);FALSE;Lawrence of Arabia;['Robert Bolt', 'Michael Wilson'];;Oscar / Academy Awards;tt0056172;Lawrence of Arabia;1962
598;1962;1963;35;WRITING (Screenplay--based on material from another medium);FALSE;Lolita;['Vladimir Nabokov'];;Oscar / Academy Awards;tt0119558;Lolita;1962
599;1962;1963;35;WRITING (Screenplay--based on material from another medium);FALSE;The Miracle Worker;['William Gibson'];;Oscar / Academy Awards;tt0056241;The Miracle Worker;1962
600;1962;1963;35;WRITING (Screenplay--based on material from another medium);TRUE;To Kill a Mockingbird;['Horton Foote'];;Oscar / Academy Awards;tt0056592;To Kill a Mockingbird;1962
601;1962;1963;35;WRITING (Story and Screenplay--written directly for the screen);TRUE;Divorce--Italian Style;['Alfredo Giannetti', 'Pietro Germi', 'Ennio de Concini'];;Oscar / Academy Awards;tt0055913;Divorzio all'italiana;1962
602;1962;1963;35;WRITING (Story and Screenplay--written directly for the screen);FALSE;Freud;['Wolfgang Reinhardt', 'Charles Kaufman'];;Oscar / Academy Awards;tt8667956;Freud;1962
603;1962;1963;35;WRITING (Story and Screenplay--written directly for the screen);FALSE;Last Year at Marienbad;['Alain Robbe-Grillet'];;Oscar / Academy Awards;tt0054632;L'année dernière à Marienbad;1962
604;1962;1963;35;WRITING (Story and Screenplay--written directly for the screen);FALSE;That Touch of Mink;['Nate Monaster', 'Stanley Shapiro'];;Oscar / Academy Awards;tt0056575;That Touch of Mink;1962
605;1962;1963;35;WRITING (Story and Screenplay--written directly for the screen);FALSE;Through a Glass Darkly;['Ingmar Bergman'];;Oscar / Academy Awards;tt4476604;Through a Glass, Darkly;1962
606;1963;1964;36;WRITING (Screenplay--based on material from another medium);FALSE;Captain Newman, M.D.;['Phoebe Ephron', 'Henry Ephron', 'Richard L. Breen'];;Oscar / Academy Awards;tt0056903;Captain Newman, M.D.;1963
607;1963;1964;36;WRITING (Screenplay--based on material from another medium);FALSE;Hud;['Irving Ravetch', 'Harriet Frank Jr.'];;Oscar / Academy Awards;tt0057163;Hud;1963
608;1963;1964;36;WRITING (Screenplay--based on material from another medium);FALSE;Lilies of the Field;['James Poe'];;Oscar / Academy Awards;tt0057251;Lilies of the Field;1963
609;1963;1964;36;WRITING (Screenplay--based on material from another medium);FALSE;Sundays and Cybele;['Antoine Tudal', 'Serge Bourguignon'];;Oscar / Academy Awards;tt0055910;Les dimanches de Ville d'Avray;1963
610;1963;1964;36;WRITING (Screenplay--based on material from another medium);TRUE;Tom Jones;['John Osborne'];;Oscar / Academy Awards;tt15398980;Tom Jones;1963
611;1963;1964;36;WRITING (Story and Screenplay--written directly for the screen);FALSE;America America;['Elia Kazan'];;Oscar / Academy Awards;nm1065229;America Ferrera;1963
612;1963;1964;36;WRITING (Story and Screenplay--written directly for the screen);FALSE;Federico Fellini's 8-1/2;['Ennio Flaiano', 'Federico Fellini', 'Brunello Rondi', 'Tullio Pinelli'];;Oscar / Academy Awards;tt0056801;8½;1963
613;1963;1964;36;WRITING (Story and Screenplay--written directly for the screen);FALSE;The Four Days of Naples;['Vasco Pratolini', 'Carlo Bernari', 'Pasquale Festa Campanile', 'Nanni Loy', 'Massimo Franciosa'];;Oscar / Academy Awards;tt0073650;Salò o le 120 giornate di Sodoma;1963
614;1963;1964;36;WRITING (Story and Screenplay--written directly for the screen);TRUE;How the West Was Won;['James R. Webb'];;Oscar / Academy Awards;tt0056085;How the West Was Won;1963
615;1963;1964;36;WRITING (Story and Screenplay--written directly for the screen);FALSE;Love with the Proper Stranger;['Arnold Schulman'];;Oscar / Academy Awards;tt0057263;Love with the Proper Stranger;1963
616;1964;1965;37;WRITING (Screenplay--based on material from another medium);TRUE;Becket;['Edward Anhalt'];;Oscar / Academy Awards;tt0057877;Becket;1964
617;1964;1965;37;WRITING (Screenplay--based on material from another medium);FALSE;Dr. Strangelove;['Peter George', 'Terry Southern', 'Stanley Kubrick'];;Oscar / Academy Awards;tt0057012;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb;1964
618;1964;1965;37;WRITING (Screenplay--based on material from another medium);FALSE;Mary Poppins;['Bill Walsh', 'Don DaGradi'];;Oscar / Academy Awards;tt0058331;Mary Poppins;1964
619;1964;1965;37;WRITING (Screenplay--based on material from another medium);FALSE;My Fair Lady;['Alan Jay Lerner'];;Oscar / Academy Awards;tt0058385;My Fair Lady;1964
620;1964;1965;37;WRITING (Screenplay--based on material from another medium);FALSE;Zorba the Greek;['Michael Cacoyannis'];;Oscar / Academy Awards;tt0057831;Alexis Zorbas;1964
621;1964;1965;37;WRITING (Story and Screenplay--written directly for the screen);TRUE;Father Goose;['Frank Tarloff', 'Peter Stone', 'S. H. Barnett'];;Oscar / Academy Awards;tt0058092;Father Goose;1964
622;1964;1965;37;WRITING (Story and Screenplay--written directly for the screen);FALSE;A Hard Day's Night;['Alun Owen'];;Oscar / Academy Awards;tt0058182;A Hard Day's Night;1964
623;1964;1965;37;WRITING (Story and Screenplay--written directly for the screen);FALSE;One Potato, Two Potato;['Raphael Hayes', 'Orville H. Hampton'];;Oscar / Academy Awards;tt0058429;One Potato, Two Potato;1964
624;1964;1965;37;WRITING (Story and Screenplay--written directly for the screen);FALSE;The Organizer;['Age', 'Scarpelli', 'Mario Monicelli'];;Oscar / Academy Awards;tt0056945;I compagni;1964
625;1964;1965;37;WRITING (Story and Screenplay--written directly for the screen);FALSE;That Man from Rio;['Philippe De Broca', 'Ariane Mnouchkine', 'Jean-Paul Rappeneau', 'Daniel Boulanger'];;Oscar / Academy Awards;tt0058203;L'homme de Rio;1964
626;1965;1966;38;WRITING (Screenplay--based on material from another medium);FALSE;Cat Ballou;['Frank R. Pierson', 'Walter Newman'];;Oscar / Academy Awards;tt0059017;Cat Ballou;1965
627;1965;1966;38;WRITING (Screenplay--based on material from another medium);FALSE;The Collector;['John Kohn', 'Stanley Mann'];;Oscar / Academy Awards;tt0844479;The Collector;1965
628;1965;1966;38;WRITING (Screenplay--based on material from another medium);TRUE;Doctor Zhivago;['Robert Bolt'];;Oscar / Academy Awards;tt0059113;Doctor Zhivago;1965
629;1965;1966;38;WRITING (Screenplay--based on material from another medium);FALSE;Ship of Fools;['Abby Mann'];;Oscar / Academy Awards;tt0059712;Ship of Fools;1965
630;1965;1966;38;WRITING (Screenplay--based on material from another medium);FALSE;A Thousand Clowns;['Herb Gardner'];;Oscar / Academy Awards;tt0059798;A Thousand Clowns;1965
631;1965;1966;38;WRITING (Story and Screenplay--written directly for the screen);FALSE;Casanova '70;"['Age', 'Scarpelli', 'Mario Monicelli', ""Suso Cecchi D'Amico"", 'Giorgio Salvioni', 'Tonino Guerra']";;Oscar / Academy Awards;tt0059015;Casanova '70;1965
632;1965;1966;38;WRITING (Story and Screenplay--written directly for the screen);TRUE;Darling;['Frederic Raphael'];;Oscar / Academy Awards;tt10731256;Don't Worry Darling;1965
633;1965;1966;38;WRITING (Story and Screenplay--written directly for the screen);FALSE;Those Magnificent Men in Their Flying Machines;['Ken Annakin', 'Jack Davies'];;Oscar / Academy Awards;tt0059797;Those Magnificent Men in Their Flying Machines or How I Flew from London to Paris in 25 Hours 11 Minutes;1965
634;1965;1966;38;WRITING (Story and Screenplay--written directly for the screen);FALSE;The Train;['Frank Davis', 'Franklin Coen'];;Oscar / Academy Awards;tt3631112;The Girl on the Train;1965
635;1965;1966;38;WRITING (Story and Screenplay--written directly for the screen);FALSE;The Umbrellas of Cherbourg;['Jacques Demy'];;Oscar / Academy Awards;tt0058450;Les parapluies de Cherbourg;1965
636;1966;1967;39;WRITING (Screenplay--based on material from another medium);FALSE;Alfie;['Bill Naughton'];;Oscar / Academy Awards;nm0257917;Alfred Enoch;1966
637;1966;1967;39;WRITING (Screenplay--based on material from another medium);TRUE;A Man for All Seasons;['Robert Bolt'];;Oscar / Academy Awards;tt0060665;A Man for All Seasons;1966
638;1966;1967;39;WRITING (Screenplay--based on material from another medium);FALSE;The Professionals;['Richard Brooks'];;Oscar / Academy Awards;tt0060862;The Professionals;1966
639;1966;1967;39;WRITING (Screenplay--based on material from another medium);FALSE;The Russians Are Coming The Russians Are Coming;['William Rose'];;Oscar / Academy Awards;tt0060921;The Russians Are Coming the Russians Are Coming;1966
640;1966;1967;39;WRITING (Screenplay--based on material from another medium);FALSE;Who's Afraid of Virginia Woolf?;['Ernest Lehman'];;Oscar / Academy Awards;tt0061184;Who's Afraid of Virginia Woolf?;1966
641;1966;1967;39;WRITING (Story and Screenplay--written directly for the screen);FALSE;Blow-Up;['Edward Bond', 'Michelangelo Antonioni', 'Tonino Guerra'];;Oscar / Academy Awards;tt0060176;Blow-Up;1966
642;1966;1967;39;WRITING (Story and Screenplay--written directly for the screen);FALSE;The Fortune Cookie;['I. A. L. Diamond', 'Billy Wilder'];;Oscar / Academy Awards;tt0060424;The Fortune Cookie;1966
643;1966;1967;39;WRITING (Story and Screenplay--written directly for the screen);FALSE;Khartoum;['Robert Ardrey'];;Oscar / Academy Awards;tt0060588;Khartoum;1966
644;1966;1967;39;WRITING (Story and Screenplay--written directly for the screen);TRUE;A Man and a Woman;['Pierre Uytterhoeven', 'Claude Lelouch'];;Oscar / Academy Awards;tt0079520;A Man, a Woman and a Bank;1966
645;1966;1967;39;WRITING (Story and Screenplay--written directly for the screen);FALSE;The Naked Prey;['Clint Johnston', 'Don Peters'];;Oscar / Academy Awards;tt0060736;The Naked Prey;1966
646;1967;1968;40;WRITING (Screenplay--based on material from another medium);FALSE;Cool Hand Luke;['Donn Pearce', 'Frank R. Pierson'];;Oscar / Academy Awards;tt0061512;Cool Hand Luke;1967
647;1967;1968;40;WRITING (Screenplay--based on material from another medium);FALSE;The Graduate;['Calder Willingham', 'Buck Henry'];;Oscar / Academy Awards;tt0061722;The Graduate;1967
648;1967;1968;40;WRITING (Screenplay--based on material from another medium);FALSE;In Cold Blood;['Richard Brooks'];;Oscar / Academy Awards;tt0061809;In Cold Blood;1967
649;1967;1968;40;WRITING (Screenplay--based on material from another medium);TRUE;In the Heat of the Night;['Stirling Silliphant'];;Oscar / Academy Awards;tt0094484;In the Heat of the Night;1967
650;1967;1968;40;WRITING (Screenplay--based on material from another medium);FALSE;Ulysses;['Joseph Strick', 'Fred Haines'];;Oscar / Academy Awards;tt0047630;Ulisse;1967
651;1967;1968;40;WRITING (Story and Screenplay--written directly for the screen);FALSE;Bonnie and Clyde;['David Newman', 'Robert Benton'];;Oscar / Academy Awards;tt0061418;Bonnie and Clyde;1967
652;1967;1968;40;WRITING (Story and Screenplay--written directly for the screen);FALSE;Divorce American Style;['Norman Lear', 'Robert Kaufman'];;Oscar / Academy Awards;tt0061581;Divorce American Style;1967
653;1967;1968;40;WRITING (Story and Screenplay--written directly for the screen);TRUE;Guess Who's Coming to Dinner;['William Rose'];;Oscar / Academy Awards;tt0061735;Guess Who's Coming to Dinner;1967
654;1967;1968;40;WRITING (Story and Screenplay--written directly for the screen);FALSE;La Guerre Est Finie;['Jorge Semprun'];;Oscar / Academy Awards;tt0060481;La guerre est finie;1967
655;1967;1968;40;WRITING (Story and Screenplay--written directly for the screen);FALSE;Two for the Road;['Frederic Raphael'];;Oscar / Academy Awards;tt0062407;Two for the Road;1967
656;1968;1969;41;WRITING (Screenplay--based on material from another medium);TRUE;The Lion in Winter;['James Goldman'];;Oscar / Academy Awards;tt0063227;The Lion in Winter;1968
657;1968;1969;41;WRITING (Screenplay--based on material from another medium);FALSE;The Odd Couple;['Neil Simon'];;Oscar / Academy Awards;tt3595776;The Odd Couple;1968
658;1968;1969;41;WRITING (Screenplay--based on material from another medium);FALSE;Oliver!;['Vernon Harris'];;Oscar / Academy Awards;tt0063385;Oliver!;1968
659;1968;1969;41;WRITING (Screenplay--based on material from another medium);FALSE;Rachel, Rachel;['Stewart Stern'];;Oscar / Academy Awards;nm10399505;Rachel Zegler;1968
660;1968;1969;41;WRITING (Screenplay--based on material from another medium);FALSE;Rosemary's Baby;['Roman Polanski'];;Oscar / Academy Awards;tt0063522;Rosemary's Baby;1968
661;1968;1969;41;WRITING (Story and Screenplay--written directly for the screen);FALSE;The Battle of Algiers;['Gillo Pontecorvo', 'Franco Solinas'];;Oscar / Academy Awards;tt8050084;The Battle of Algiers, a Film Within History;1968
662;1968;1969;41;WRITING (Story and Screenplay--written directly for the screen);FALSE;Faces;['John Cassavetes'];;Oscar / Academy Awards;tt0077533;Faces of Death;1968
663;1968;1969;41;WRITING (Story and Screenplay--written directly for the screen);FALSE;Hot Millions;['Ira Wallach', 'Peter Ustinov'];;Oscar / Academy Awards;tt0063094;Hot Millions;1968
664;1968;1969;41;WRITING (Story and Screenplay--written directly for the screen);TRUE;The Producers;['Mel Brooks'];;Oscar / Academy Awards;tt0395251;The Producers;1968
665;1968;1969;41;WRITING (Story and Screenplay--written directly for the screen);FALSE;2001: A Space Odyssey;['Arthur C. Clarke', 'Stanley Kubrick'];;Oscar / Academy Awards;tt0062622;2001: A Space Odyssey;1968
666;1969;1970;42;WRITING (Screenplay--based on material from another medium);FALSE;Anne of the Thousand Days;['Richard Sokolove', 'John Hale', 'Bridget Boland'];;Oscar / Academy Awards;tt0064030;Anne of the Thousand Days;1969
667;1969;1970;42;WRITING (Screenplay--based on material from another medium);FALSE;Goodbye, Columbus;['Arnold Schulman'];;Oscar / Academy Awards;tt0064381;Goodbye, Columbus;1969
668;1969;1970;42;WRITING (Screenplay--based on material from another medium);TRUE;Midnight Cowboy;['Waldo Salt'];;Oscar / Academy Awards;tt0064665;Midnight Cowboy;1969
669;1969;1970;42;WRITING (Screenplay--based on material from another medium);FALSE;They Shoot Horses, Don't They?;['Robert E. Thompson', 'James Poe'];;Oscar / Academy Awards;tt0065088;They Shoot Horses, Don't They?;1969
670;1969;1970;42;WRITING (Screenplay--based on material from another medium);FALSE;Z;['Costa-Gavras', 'Jorge Semprun'];;Oscar / Academy Awards;nm3918035;Zendaya;1969
671;1969;1970;42;WRITING (Story and Screenplay--based on material not previously published or produced);FALSE;Bob & Carol & Ted & Alice;['Larry Tucker', 'Paul Mazursky'];;Oscar / Academy Awards;tt0064100;Bob & Carol & Ted & Alice;1969
672;1969;1970;42;WRITING (Story and Screenplay--based on material not previously published or produced);TRUE;Butch Cassidy and the Sundance Kid;['William Goldman'];;Oscar / Academy Awards;tt0064115;Butch Cassidy and the Sundance Kid;1969
673;1969;1970;42;WRITING (Story and Screenplay--based on material not previously published or produced);FALSE;The Damned;['Luchino Visconti', 'Enrico Medioli', 'Nicola Badalucco'];;Oscar / Academy Awards;tt0064118;La caduta degli dei (Götterdämmerung);1969
674;1969;1970;42;WRITING (Story and Screenplay--based on material not previously published or produced);FALSE;Easy Rider;['Dennis Hopper', 'Peter Fonda', 'Terry Southern'];;Oscar / Academy Awards;tt0064276;Easy Rider;1969
675;1969;1970;42;WRITING (Story and Screenplay--based on material not previously published or produced);FALSE;The Wild Bunch;['Walon Green', 'Sam Peckinpah', 'Roy N. Sickner'];;Oscar / Academy Awards;tt0065214;The Wild Bunch;1969
676;1970;1971;43;WRITING (Screenplay--based on material from another medium);FALSE;Airport;['George Seaton'];;Oscar / Academy Awards;tt0065377;Airport;1970
677;1970;1971;43;WRITING (Screenplay--based on material from another medium);FALSE;I Never Sang for My Father;['Robert Anderson'];;Oscar / Academy Awards;tt0065872;I Never Sang for My Father;1970
678;1970;1971;43;WRITING (Screenplay--based on material from another medium);FALSE;Lovers and Other Strangers;['Joseph Bologna', 'Renee Taylor', 'David Zelag Goodman'];;Oscar / Academy Awards;tt0066016;Lovers and Other Strangers;1970
679;1970;1971;43;WRITING (Screenplay--based on material from another medium);TRUE;M*A*S*H;['Ring Lardner Jr.'];;Oscar / Academy Awards;tt0068098;M*A*S*H;1970
680;1970;1971;43;WRITING (Screenplay--based on material from another medium);FALSE;Women in Love;['Larry Kramer'];;Oscar / Academy Awards;tt0066579;Women in Love;1970
681;1970;1971;43;WRITING (Story and Screenplay--based on factual material or material not previously published or produced);FALSE;Five Easy Pieces;['Bob Rafelson', 'Adrien Joyce'];;Oscar / Academy Awards;tt0065724;Five Easy Pieces;1970
682;1970;1971;43;WRITING (Story and Screenplay--based on factual material or material not previously published or produced);FALSE;Joe;['Norman Wexler'];;Oscar / Academy Awards;nm6564737;Joe Keery;1970
683;1970;1971;43;WRITING (Story and Screenplay--based on factual material or material not previously published or produced);FALSE;Love Story;['Erich Segal'];;Oscar / Academy Awards;tt0066011;Love Story;1970
684;1970;1971;43;WRITING (Story and Screenplay--based on factual material or material not previously published or produced);FALSE;My Night at Maud's;['Eric Rohmer'];;Oscar / Academy Awards;tt0064612;Ma nuit chez Maud;1970
685;1970;1971;43;WRITING (Story and Screenplay--based on factual material or material not previously published or produced);TRUE;Patton;['Francis Ford Coppola', 'Edmund H. North'];;Oscar / Academy Awards;nm1745736;Paula Patton;1970
686;1971;1972;44;WRITING (Screenplay--based on material from another medium);FALSE;A Clockwork Orange;['Stanley Kubrick'];;Oscar / Academy Awards;tt0066921;A Clockwork Orange;1971
687;1971;1972;44;WRITING (Screenplay--based on material from another medium);FALSE;The Conformist;['Bernardo Bertolucci'];;Oscar / Academy Awards;tt0065571;Il conformista;1971
688;1971;1972;44;WRITING (Screenplay--based on material from another medium);TRUE;The French Connection;['Ernest Tidyman'];;Oscar / Academy Awards;tt0067116;The French Connection;1971
